"SYMBOL","ENTREZ_GENE_ID"
"FANCL",55120
"FN1",2335
"STAT1",6772
"GLS",2744
"PAPOLG",64895
"PECR",55825
"UNC50",25972
"IGFBP2",3485
"ELMOD3",84173
"IGFBP5",3488
"USP34",9736
"EFHD1",80303
"CCT4",10575
"GGCX",2677
"EHBP1",23301
"OTX1",5013
"TXNDC9",10190
"COQ10B",80219
"SF3B1",23451
"ST3GAL5",8869
"CHST10",9486
"PDCL3",79031
"MOB4",25843
"HSPE1",3336
"KDM3A",55818
"PLCD4",84812
"CHMP3",51652
"ZNF142",7701
"FHL2",2274
"CNPPD1",27013
"UXS1",80146
"STK16",8576
"HDLBP",3069
"PPP1R7",5510
"PASK",23178
"STK25",10494
"ID2",3398
"TAF1B",9014
"HPCAL1",3241
"ODC1",4953
"BIRC6",57448
"NOL10",79954
"PLEKHB2",55041
"GORASP2",26003
"STRN",6801
"CEBPZ",10153
"PRKD3",23683
"DCAF17",80067
"RAB3GAP1",22930
"SLC25A12",8604
"DLX2",1746
"DARS",1615
"SRSF7",6432
"SDC1",6382
"SLC1A4",6509
"SOS1",6654
"WIPF1",7456
"ORC2",4999
"COX7A2L",9167
"PNO1",56902
"ORC4",5000
"RND3",390
"ATF2",1386
"THADA",63892
"TRAK2",66008
"C2orf42",54980
"TIA1",7072
"PCYOX1",51449
"KISS1R",84634
"ARID3A",1820
"SUMO1",7341
"NFE2L2",4780
"MSH6",2956
"PLEKHA3",65977
"SPR",6697
"EPHA4",2043
"PARD3B",117583
"FARSB",10056
"ALMS1",7840
"BCL9",607
"PRRX1",5396
"DHCR24",1718
"DNAJC16",23341
"MARK1",4139
"GPX7",2882
"CACYBP",27101
"SCP2",6342
"RALGPS2",55103
"ANGPTL1",9068
"CEP104",9731
"FAM20B",9917
"TCEANC2",127428
"TMEM59",9528
"LRRC42",115353
"WRAP73",49856
"MRPL37",51253
"ICMT",23463
"RPL22",6146
"QSOX1",5768
"STXBP3",6814
"PHF13",148479
"ERRFI1",54206
"PARK7",11315
"AMPD2",271
"SRSF4",6429
"MECR",51102
"EDEM3",80267
"WDR77",79084
"ATP5PB",515
"RAP1A",5906
"HDAC1",3065
"CAPZA1",829
"S100PBP",64766
"RNF19B",127544
"SCAMP3",10067
"TRIM62",55223
"ASH1L",55870
"SFPQ",6421
"RHOU",58480
"GON4L",54856
"ARHGEF2",9181
"LAMTOR2",28956
"MEF2D",4209
"DOCK7",85440
"SRM",6723
"C1orf21",81563
"SWT1",54823
"MAD2L2",10459
"IVNS1ABP",10625
"KIAA2013",90231
"MFN2",9927
"MIIP",60672
"SMG7",9887
"SLC35D1",23169
"PLA2G4A",5321
"GADD45A",1647
"WLS",79971
"PRDM2",7799
"RGS2",5997
"RO60",6738
"UCHL5",51377
"BCAS2",10286
"SRSF11",9295
"CTH",1491
"OLFML3",56944
"PLEKHM2",23207
"CRYZ",1429
"PHTF1",10745
"ZBTB17",7709
"CD58",965
"TTF2",8458
"KIF21B",23046
"TMEM9",252839
"ADPRHL2",54936
"MAP7D1",55700
"WARS2",10352
"OSCP1",127700
"MRPS15",64960
"EXOC8",149371
"GNPAT",8443
"TSNAX",7257
"C1orf109",54955
"RRAGC",64121
"NID1",4811
"LGALS8",3964
"MTR",4548
"MYCL",4610
"SIPA1L2",57568
"RLF",6018
"ZNF684",127396
"RIMS3",9783
"AKT3",10000
"ETV3",2117
"ACADM",34
"ST6GALNAC5",81849
"ADGRL2",23266
"SDHB",6390
"MFAP2",4237
"RPF1",80135
"KDM5B",10765
"UAP1",6675
"RGS4",5999
"KLHL12",59349
"SSX2IP",117178
"ZNHIT6",54680
"RBBP5",5929
"GPR89A",653519
"CDK18",5129
"RAB29",8934
"ECE1",1889
"HMGCL",3155
"GALE",2582
"ID3",3399
"CD46",4179
"PRPF3",9129
"APH1A",51107
"P3H1",64175
"SLC2A1",6513
"EBNA1BP2",10969
"CDC20",991
"IPO13",9670
"ATP6V0B",533
"B4GALT2",8704
"ERI3",79033
"AKR1A1",10327
"PRDX1",5052
"PIK3R3",8503
"BLZF1",8548
"CCDC181",57821
"SLC19A2",10560
"FAAH",2166
"NSUN4",387338
"TMED5",50999
"DR1",1810
"CNN3",1266
"PRRC2C",23215
"F3",2152
"ABCD3",5825
"VAMP4",8674
"DPH5",51611
"PTBP2",58155
"PRDX6",9588
"DARS2",55157
"UTP25",27042
"SYF2",25949
"RSRP1",57035
"SLC35A3",23443
"RCOR3",55758
"STMN1",3925
"MTFR1L",56181
"MAN1C1",57134
"NEK2",4751
"RPS6KA1",6195
"DHDDS",79947
"NENF",29937
"NSL1",25936
"ARID1A",8289
"CENPF",1063
"RPA2",6118
"PPP1R8",5511
"STX12",23673
"MARC2",54996
"OSBPL9",114883
"TXNDC12",51060
"ESYT2",57488
"CD3EAP",10849
"MESD",23184
"RCN2",5955
"CTSD",1509
"STAG1",10274
"STK11",6794
"KMT2A",4297
"IFT46",56912
"KPTN",11133
"RPS25",6230
"KIF14",9928
"DDX59",83479
"CAMSAP2",23271
"ATF6",22926
"MREG",55686
"FASTKD2",22868
"NRP2",8828
"CREB1",1385
"KLF7",8609
"B4GALT6",9331
"C1orf54",79630
"CA14",23632
"SPCS2",9789
"USP35",57558
"ELOVL4",6785
"CASP8AP2",9994
"HMGN3",9324
"UBE3D",90025
"CNR1",1268
"ANKRD13C",81573
"PHF3",23469
"PLAGL1",5325
"FBXO30",84085
"TNFAIP3",7128
"AKAP7",9465
"RAB32",10981
"MYB",4602
"RNF146",81847
"CCN2",1490
"FBXL5",26234
"MED28",80306
"RXYLT1",10329
"ZNF430",80264
"DCLRE1B",64858
"MYL12B",103910
"FOXO3",2309
"ARMC2",84071
"RPN2",6185
"TGIF2",60436
"PKD2",5311
"ABCG2",9429
"SPP1",6696
"CCNI",10983
"MFSD1",64747
"RAB3GAP2",25782
"EEF2KMT",196483
"UBN1",29855
"KLF12",11278
"PCDH17",27253
"HS1BP3",64342
"LDAH",60526
"WDR35",57539
"CCND2",894
"ELL2",22936
"CYP20A1",57404
"NDUFB3",4709
"GTF3C3",9330
"SATB2",23314
"UBE2B",7320
"TJP2",9414
"ITGB1BP1",9270
"CPSF3",51692
"SENP5",205564
"CCDC92",80212
"C1orf198",84886
"HEATR1",55127
"PTBP3",9991
"RAD23B",5887
"FKBP15",23307
"CTNNAL1",8727
"ABITRAM",54942
"WDR34",89891
"SET",6418
"PTPA",5524
"GLE1",2733
"RAB14",51552
"CNTRL",11064
"TRIM32",22954
"FBXW2",26190
"PHF19",26147
"NEK6",10783
"PPP6C",5537
"NDUFA8",4702
"HDHD3",81932
"RBM18",92400
"HSDL2",84263
"MAPKAP1",79109
"INVS",27130
"GALNT12",79695
"DENND1A",57706
"ALG2",85365
"KDSR",2531
"VPS4B",9525
"C19orf25",148223
"ZBTB45",84878
"YLPM1",56252
"DCAF4",26094
"FCF1",51077
"IFI27L2",83982
"NEK9",91754
"ACYP1",97
"IFT43",112752
"NPC2",10577
"DNAL1",83544
"IRF2BPL",64207
"ACOT2",10965
"AREL1",9870
"MLH3",27030
"TTLL5",23093
"ABCD4",5826
"DLST",1743
"PPP4R4",57718
"TGFB3",7043
"SLIRP",81892
"RBM25",58517
"ALDH6A1",4329
"EIF2B2",8892
"NRDE2",55051
"RHOQ",23433
"GPR75",10936
"SUPT7L",9913
"KLHL29",114818
"DNMT3A",1788
"TMEM214",54867
"ATAD2B",54454
"FKBP1B",2281
"ATL2",64225
"YPEL5",51646
"FAM98A",25940
"YIPF4",84272
"AFTPH",54812
"LGALSL",29094
"CNRIP1",25927
"BCL11A",53335
"CRIPT",9419
"SLC17A5",26503
"OGFRL1",79627
"SLF2",55719
"IDE",3416
"IFIT3",3437
"GPAM",57678
"CUTC",51076
"PYROXD2",84795
"MXI1",4601
"SMNDC1",10285
"C10orf88",80007
"HELLS",3070
"TCTN3",26123
"DENND10",404636
"AVPI1",60370
"WDR11",55717
"ARMH3",79591
"KCNIP2",30819
"GOT1",2805
"GNA13",10672
"KANSL1",284058
"DUSP1",1843
"PANK3",79646
"MSX2",4488
"RCL1",10171
"CAAP1",79886
"MOB3B",79817
"NUP43",348995
"MTHFD1L",25902
"LRP11",84918
"PCMT1",5110
"PLEKHG1",57480
"CYSTM1",84418
"WDR55",54853
"ARAP3",64411
"PCDHB10",56126
"PCDHB14",56122
"MRPS14",63931
"CENPL",91687
"GORAB",92344
"ACAT2",39
"TCP1",6950
"SNX19",399979
"MSANTD2",79684
"PDZD11",51248
"SLC10A7",84068
"NUDCD1",84955
"ENY2",56943
"MASTL",84930
"KIAA1217",56243
"PLXDC2",84898
"EPC1",80314
"CCDC77",84318
"TAF12",6883
"ENOX1",55068
"MTRF1",9617
"DNAJC15",29103
"PROSER1",80209
"UFM1",51569
"WBP4",11193
"ELF1",1997
"SMAD9",4093
"HSPH1",10808
"KBTBD7",84078
"ALG5",29880
"EXOSC8",11340
"ETF1",2107
"TGFBI",7045
"FAM53C",51307
"SIL1",64374
"PAIP2",51247
"KDM3B",51780
"EGR1",1958
"SERP1",27230
"ZFP30",22835
"NR2C1",7181
"UTP20",27340
"TMPO",7112
"ARL1",400
"GLT8D2",83468
"MTERF2",80298
"SOCS2",8835
"NFYB",4801
"WASHC3",51019
"APAF1",317
"DUSP4",1846
"CLU",1191
"TNFRSF10B",8795
"SORBS3",10174
"PPP3CC",5533
"PDLIM2",64236
"EPHX2",2053
"RNF170",81790
"UBIAD1",29914
"TARDBP",23435
"ZNF706",51123
"LYPLA1",10434
"CRISPLD1",83690
"COPS5",10987
"RDH10",157506
"AKAP1",8165
"COIL",8161
"TRIM25",7706
"SCPEP1",59342
"SPOP",8405
"TBX2",6909
"SLC35B1",10237
"FAM117A",81558
"NCAPH",23397
"TMEM131L",23240
"MND1",84057
"TRIM6",117854
"TENT4B",64282
"CEP89",84902
"TSHZ3",57616
"PSPC1",55269
"ZNF549",256051
"ZSCAN18",65982
"ZNF211",10520
"PDZRN3",23024
"RNF2",6045
"TRMT1L",81627
"SEC22A",26984
"DPPA4",55211
"B4GALT4",8702
"NAA50",80218
"KIF18A",81930
"DESI2",51029
"MAPK8IP1",9479
"CRY2",1408
"PEX16",9409
"DEPDC7",91614
"CAT",847
"PILRB",29990
"ZMYM2",7750
"TBC1D15",64786
"ADGRB2",576
"ZCCHC17",51538
"FABP3",2170
"KHDRBS1",10657
"TMEM39B",55116
"POLR3GL",84265
"ZNF639",51193
"PIK3CA",5290
"PDS5A",23244
"LIAS",11019
"ZSCAN20",7579
"LRIF1",55791
"CLCC1",23155
"GPSM2",29899
"GTDC1",79712
"CXCR4",7852
"ZRANB3",84083
"ACVR2A",92
"POLK",51426
"RPL21",6144
"MTIF3",219402
"GTF3A",2971
"UBL3",5412
"FYTTD1",84248
"MTERF4",130916
"OCRL",4952
"MRPS2",51116
"KIAA1191",57179
"COPA",1314
"RBBP6",5930
"ZC3H7A",29066
"SERAC1",84947
"ANXA11",311
"SHLD2",54537
"PRXL2A",84293
"ZNF205",7755
"RPL5",6125
"ODF2L",57489
"TRMT13",54482
"LRRC39",127495
"RWDD3",25950
"ZNF644",84146
"CCDC18",343099
"RPAP2",79871
"SLC66A2",80148
"BBS9",27241
"PMS2",5395
"ZMIZ2",83637
"SEPTIN7",989
"EEPD1",80820
"KLHL7",55975
"HERPUD2",64224
"CBX3",11335
"HNRNPA2B1",3181
"FAM126A",84668
"FKBP9",11328
"NT5C3A",51251
"ARL4A",10124
"CCZ1",51622
"POLM",27434
"MRM2",29960
"TWIST1",7291
"SMU1",55234
"GLIPR2",152007
"SLC25A51",92014
"CLTA",1211
"RECK",8434
"ACO1",48
"DCAF10",79269
"CNTFR",1271
"KIAA1549",57670
"TRIM24",8805
"CYREN",78996
"CALD1",800
"NUDT10",170685
"PLAU",5328
"CHST3",9469
"BICC1",80114
"CISD1",55847
"ECD",11319
"P4HA1",5033
"SLC25A16",8034
"ZWINT",11130
"VPS26A",9559
"RBM19",9904
"CIT",11113
"IFT81",28981
"ACADS",35
"DDX54",79039
"MED13L",23389
"RNF11",26994
"RASSF8",11228
"CCDC91",55297
"WWP1",11059
"ACOT9",23597
"PRDX4",10549
"DDX39A",10212
"PKN1",5585
"TRIR",79002
"WDR83",84292
"GIPC1",10755
"SPRYD7",57213
"EBPL",84650
"ATP7B",540
"ZC3H13",23091
"NLN",57486
"CENPK",64105
"OPTN",10133
"ATF1",466
"TSFM",10102
"PFDN5",5204
"SPATS2",65244
"ORMDL2",29095
"NR4A1",3164
"PDE1B",5153
"CDK2",1017
"LRP1",4035
"ATG101",60673
"IKZF4",64375
"SMUG1",23583
"TUBA1B",10376
"EEF1AKMT3",25895
"KBTBD4",55709
"ATPAF1",64756
"STIL",6491
"HJURP",55355
"AMD1",262
"NDUFAF4",29078
"USP45",85015
"PLP1",5354
"MORF4L2",9643
"RAB9B",51209
"NRK",203447
"FAM199X",139231
"RAB9A",9367
"METTL8",79828
"TTC21B",79809
"TNFAIP6",7130
"BAZ2B",29994
"SLC36A1",206358
"LPGAT1",9926
"RAP2C",57826
"EXOSC9",5393
"PLA2G12A",81579
"B9D2",80776
"COQ8B",79934
"PFKFB2",5208
"RAB38",23682
"AGO2",27161
"MXD4",10608
"CKS2",1164
"ACSL3",2181
"CHPF",79586
"DNPEP",23549
"OBSL1",23363
"SLC12A4",6560
"ENKD1",84080
"FAM210B",116151
"SNX21",90203
"TTPAL",79183
"PREX1",57580
"SDC4",6385
"NCOA3",8202
"PIGT",51604
"NCOA5",57727
"VAPB",9217
"ATP5F1E",514
"CHD6",84181
"PLCG1",5335
"TOX2",84969
"SRSF6",6431
"GDAP1L1",78997
"ARFGEF2",10564
"ZNFX1",57169
"EDN3",1908
"CSE1L",1434
"RAB22A",57403
"PTGIS",5740
"STAU1",6780
"SNAI1",6615
"MOCS3",27304
"STX16",8675
"PMEPA1",56937
"RNF114",55905
"DDX27",55661
"BCAS4",55653
"MTRR",4552
"FASTKD3",79072
"PEPD",5184
"STAMBP",10617
"NAGK",55577
"MCEE",84693
"PAIP2B",400961
"SNRNP27",11017
"MPHOSPH10",10199
"ATP8A1",10396
"USP22",23326
"ZNF576",79177
"ZNF45",7596
"USP9X",8239
"TRERF1",55809
"BTN2A2",10385
"SIRT5",23408
"MRS2",57380
"WRNIP1",56897
"RRP36",88745
"SNRPC",6631
"SERPINB6",5269
"XPO5",57510
"ABCC10",89845
"PEX6",5190
"NQO2",4835
"OARD1",221443
"AARS2",57505
"ZNF391",346157
"RPS10",6204
"MOCS1",4337
"HIST1H2BJ",8970
"MED20",9477
"TBCC",6903
"MAD2L1BP",9587
"KLHDC3",116138
"GNMT",27232
"GNMT",107080644
"MEA1",4201
"CDKN1A",1026
"SOX4",6659
"GLO1",2739
"RREB1",6239
"SSR1",6745
"RIOK1",83732
"NRN1",51299
"SLC35B3",51000
"RPP40",10799
"NUP153",9972
"DEK",7913
"EEF1E1",9521
"LRRFIP1",9208
"MYRF",745
"AHNAK",79026
"EMC3",55831
"CNOT1",23019
"BBS2",583
"MT2A",4502
"C16orf70",80262
"GOT2",2806
"DOK4",55715
"CLYBL",171425
"TMTC4",84899
"RAP2A",5911
"ABCC4",10257
"EFNB2",1948
"SOX21",11166
"TM9SF2",9375
"C17orf53",78995
"UPF3B",65109
"RNF113A",7737
"SEPTIN6",23157
"TMEM255A",55026
"NDUFA1",4694
"DMAC2L",27109
"BMP4",652
"FAM193A",8603
"GRK4",2868
"SOX9",6662
"HS3ST3B1",9953
"MRPS7",51081
"GGA3",23163
"ARMC7",79637
"NUP85",79902
"SLC25A19",60386
"MIF4GD",57409
"NT5C",30833
"MSTO1",55154
"TTF1",7270
"GTF3C4",9329
"DDX31",64794
"PPP1R12C",54776
"MBOAT7",79143
"SLC2A4RG",56731
"PPDPF",79144
"CHCHD5",84269
"PAX8",7849
"INSIG2",51141
"POLR1B",84172
"CCDC93",54520
"SLC25A23",79085
"PSPN",5623
"GTF2F1",2962
"ALKBH7",84266
"CLPP",8192
"THOC2",57187
"MED1",5469
"RPL23",9349
"ATG4C",84938
"TRIP10",9322
"GPR108",56927
"OPA3",80207
"SNRPD2",6633
"RTN2",6253
"VASP",7408
"SYMPK",8189
"GPCPD1",56261
"PANK2",80025
"GZF1",64412
"NAPB",63908
"CENPB",1059
"PSMF1",9491
"DTD1",92675
"RBCK1",10616
"TMX4",56255
"STK35",140901
"SNRPB",6628
"NRSN2",80023
"AP5S1",55317
"RRBP1",6238
"BMP2",650
"ZNF133",7692
"FLRT3",23767
"MKKS",8195
"BFSP1",631
"DSTN",11034
"SNRPB2",6629
"MGME1",92667
"TBC1D20",128637
"ITPA",3704
"MCM8",84515
"TMEM74B",55321
"FAM110A",83541
"MRPS26",64949
"NCLN",56926
"CITED1",4435
"HNRNPR",10236
"ZNF436",80818
"MAX",4149
"ARMCX5",64860
"NECAB3",63941
"ID1",3397
"RALY",22913
"DYNLRB1",83658
"EIF2S2",8894
"ERGIC3",51614
"ROMO1",140823
"CEP250",11190
"PLAGL2",5326
"MMP24OS",101410538
"KDM5C",8242
"AMOT",154796
"TMEM115",11070
"PSMB2",5690
"AGO3",192669
"UROD",7389
"ST3GAL3",6487
"TMEM53",79639
"HECTD3",79654
"KLC1",3831
"XRCC3",7517
"TUBGCP3",10426
"MCF2L",23263
"PCID2",55795
"LRFN3",79414
"CAPNS1",826
"PDCD2L",84306
"RBM42",79171
"KIRREL2",84063
"UBA2",10054
"COX6B1",1340
"THRA",7067
"FRMD8",83786
"PRDX5",25824
"BCL2L12",83596
"IRF3",3661
"PRMT1",3276
"RRAS",6237
"SCAF1",58506
"PRR12",57479
"FLRT1",23769
"ASL",435
"SBDS",51119
"BECN1",8678
"PRKCG",5582
"TRAP1",10131
"GLIS2",84662
"NSRP1",84081
"DNAJC8",22826
"AHDC1",27245
"IFI6",2537
"ZNF384",171017
"EMG1",10436
"UXT",8409
"ELK1",2002
"TIMM17B",10245
"PCNX4",64430
"ATG14",22863
"KTN1",3895
"SIX1",6495
"RHOJ",57381
"DLGAP5",9787
"L3HYPDH",112849
"HSPA2",3306
"ZBTB1",22890
"TRMT5",57570
"SGPP1",81537
"PLEKHG3",26030
"RHOT1",55288
"WDR60",55112
"AIF1L",83543
"NUP214",8021
"SLC10A3",8273
"MAP2K2",5605
"HNRNPH2",3188
"ARMCX1",51309
"TMEM35A",59353
"TIMM8A",1678
"ZC4H2",55906
"CANX",821
"INTS11",54973
"IPPK",64768
"ZNF484",83744
"PPCS",79717
"COX7C",1350
"TRAF2",7186
"ABHD8",79575
"PLAAT1",57110
"RAP1B",5908
"RAB3IP",117177
"DYRK2",8445
"YEATS4",8089
"FGFRL1",53834
"TMEM175",84286
"AUNIP",79000
"PIN1",5300
"FBXL12",54850
"EMC1",23065
"UBR4",23352
"HP1BP3",50809
"SIN3B",23309
"SLC35E1",79939
"EPS15L1",58513
"UQCR11",10975
"GFER",2671
"SYNGR3",9143
"PKMYT1",9088
"WFIKKN1",117166
"WDR24",84219
"FBXL16",146330
"CHTF18",63922
"GNG13",51764
"MACF1",23499
"MACF1",643314
"SMARCA4",6597
"KDM4B",23030
"METTL25",84190
"EMC6",83460
"METTL16",79066
"AAMP",14
"PNKD",25953
"TNFRSF19",55504
"RNF6",6049
"ECHS1",1892
"AKAP9",10142
"GNG11",2791
"SEM1",7979
"HIP1",3092
"PTPN12",5782
"POR",5447
"STYXL1",51657
"GNAI1",2770
"PEX1",5189
"MTERF1",7978
"SGCE",8910
"RBM48",84060
"CASD1",64921
"ZNF780B",163131
"LRFN1",57622
"ZFP36",7538
"SRD5A3",79644
"RASL11B",65997
"PAICS",10606
"KDR",3791
"PPAT",5471
"TUBGCP6",85378
"DGCR6L",85359
"DGCR8",54487
"ASPHD2",57168
"SDF2L1",23753
"YWHAH",7533
"GNAZ",2781
"MGAT3",4248
"ATF4",468
"CDC42EP1",11135
"TPST2",8459
"MPST",4357
"TST",7263
"APOL2",23780
"C22orf23",84645
"RIBC2",26150
"EMC4",51234
"SPECC1",92521
"DOCK4",9732
"POT1",25913
"ATP6V1F",9296
"LSM8",51691
"PRKRIP1",79706
"VGF",7425
"PODXL",5420
"FOXP2",93986
"STRIP2",57464
"IFT22",64792
"MKLN1",4289
"DNAJB9",4189
"FLNC",2318
"LRRC4",64101
"CALU",813
"CCDC136",64753
"SMO",6608
"LRRC17",10234
"KLHDC10",23008
"NDUFA5",4698
"OPN1SW",611
"MRPS12",6183
"MYO1B",4430
"MTX2",10651
"CHN1",1123
"OSGEPL1",64172
"ORMDL1",94101
"HAT1",8520
"HERC2",8924
"SNRPN",6638
"PSMG2",56984
"TWSG1",57045
"EIF2AK4",440275
"MYO5C",55930
"CGNL1",84952
"TTBK2",146057
"INO80",54617
"ICE2",79664
"MINDY2",54629
"IVD",3712
"KNSTRN",90417
"DUT",1854
"CHAC1",79094
"CLN6",54982
"ARPP19",10776
"VPS13C",54832
"CALML4",91860
"ISLR",3671
"THAP10",56906
"LOXL1",4016
"ANAPC13",25847
"MBD4",8930
"COPB1",1315
"PSMA1",5682
"SUMF2",25870
"PALLD",23022
"SPCS3",60559
"SERGEF",26297
"KCNC1",3746
"E2F8",79733
"DCTD",1635
"SOX15",6665
"PIMREG",54478
"RPAIN",84268
"SHBG",6462
"PLD2",5338
"TXNDC17",84817
"ATP1B2",482
"FXR2",9513
"KIF1C",10749
"MPDU1",9526
"PHF20L1",51105
"LRRC6",23639
"CCNT1",904
"PUS7L",83448
"KRI1",65095
"ILF3",3609
"SLC44A2",57153
"CDKN2D",1032
"MTUS1",57509
"NGDN",25983
"RAB2B",84932
"BCL2L2",599
"AJUBA",84962
"DTD2",112487
"PARP2",10038
"HEATR5A",25938
"SNX6",58533
"EAPP",55837
"MIS18BP1",55320
"NEDD8",4738
"DAD1",1603
"TEP1",7011
"EPB41L4A",64097
"CDO1",1036
"REEP5",7905
"ITFG1",81533
"QRICH2",84074
"FOXJ1",2302
"SEC14L1",6397
"ARHGEF6",9459
"MAP7D3",79649
"FGF13",2258
"ASH2L",9070
"TTI2",80185
"CDKN1C",1028
"SGO1",151648
"RPS4Y1",6192
"KLF16",83855
"TMEM8A",58986
"DOHH",83475
"MAU2",23383
"SHC2",25759
"PLPPR3",79948
"ABHD17A",81926
"GAMT",2593
"PUDP",8226
"ERMARD",55780
"PHF10",55274
"STARD8",9754
"FAM155B",27112
"GDPD2",54857
"SAT1",6303
"GNL3L",54552
"SH3BP4",23677
"MOSPD2",158747
"DOCK6",57572
"ECSIT",51295
"LDLR",3949
"ELOF1",84337
"PRKCSH",5589
"CNN1",1264
"CDC16",8881
"THEM6",51337
"NECTIN2",5819
"APOE",348
"TOMM40",10452
"APOC1",341
"GADD45G",10912
"LRCH2",57631
"XPO7",23039
"FAM98C",147965
"SAFB2",9667
"RPL36",25873
"NCAN",1463
"KIF1A",547
"GTPBP3",84705
"SLC27A1",376497
"NSUN5",55695
"COLGALT1",79709
"DDA1",79016
"MRPL34",64981
"PGLS",25796
"LSM7",51690
"TULP4",56995
"SNX9",51429
"RTN4IP1",84816
"QRSL1",55278
"MTRES1",51250
"RSPH3",83861
"MLLT1",4298
"AFDN",4301
"ACTN4",81
"STK33",65975
"NDUFA10",4705
"ARPC1B",10095
"ZSWIM6",57688
"FCHO1",23149
"UNC13A",23025
"MAP1S",55201
"PXDN",7837
"SSBP4",170463
"PGPEP1",54858
"LSM4",25804
"JUND",3727
"TRPM4",54795
"SULT4A1",25830
"ZNF557",79230
"OLFM1",10439
"CAMSAP1",157922
"UBAC1",10422
"ZBTB46",140685
"HELZ2",85441
"SAMD10",140700
"H19",283120
"COL5A1",1289
"ATXN10",25814
"TUBGCP2",10844
"PAK4",10298
"ZNF337",26152
"CEP85",64793
"TAF4",6874
"LAMA5",3911
"OSBPL2",9885
"ADRM1",11047
"ASS1",445
"EXOSC2",23404
"POMT1",10585
"UCK1",83549
"PRRC2B",84726
"CHMP2A",27243
"UBE2M",9040
"TRIM28",10155
"METTL26",84326
"YIPF2",78992
"ATG4D",84971
"EIF2S3",1968
"TMEM160",54958
"ZC3H4",23211
"MAP3K10",4294
"ARHGEF16",27237
"LRRC47",57470
"SESN2",83667
"ATP5IF1",93974
"MED18",54797
"CLIP1",6249
"HIP1R",9026
"ZNF317",57693
"EIF3G",8666
"DNMT1",1786
"ZNF426",79088
"SLC6A8",6535
"DKC1",1736
"PLXNA3",55558
"DUSP9",1852
"MPP1",4354
"ZNF331",55422
"ZNF236",7776
"LRP3",4037
"C12orf65",91574
"NOL11",25926
"UBE4B",10277
"HABP4",22927
"SLC35D2",11046
"PRRG1",5638
"UBA1",7317
"PPIL4",85313
"AKAP12",9590
"ULBP3",79465
"LATS1",9113
"EPS8L1",54869
"AAR2",25980
"RBM39",9584
"ZNF341",84905
"GGT7",2686
"ACSS2",55902
"EDA2R",60401
"ARHGEF9",23229
"C1QL1",10882
"ATP6V1E1",529
"ZNF227",7770
"ZNF428",126299
"ZNF141",7700
"COX4I1",1327
"EMC8",10328
"GSE1",23199
"GINS2",51659
"CHMP1A",5119
"SH3BGRL",6451
"COX7B",1349
"PRR7",80758
"NFATC1",4772
"CAP1",10487
"PPT1",5538
"RAB11FIP4",84440
"RLIM",51132
"ABCB7",22
"TRAF3",7187
"HAUS8",93323
"MRPS25",64432
"HACL1",26061
"TBC1D5",9779
"CAPN7",23473
"RFTN1",23180
"RBSN",64145
"SLC6A6",6533
"NR1H2",7376
"LRRC4B",94030
"PDLIM4",8572
"KIF3A",11127
"MGAT1",4245
"GFPT2",9945
"TUBG1",7283
"PSME3",10197
"RPL27",6155
"PSMC3IP",29893
"ACLY",47
"VPS25",84313
"RAMP2",10266
"AOC2",314
"NDUFA2",4695
"DIAPH1",1729
"NDFIP1",80762
"UBE2D2",7322
"EXOC4",60412
"ACAP3",116983
"C1orf159",54991
"PPFIA1",8500
"THOC6",79228
"TRAF7",84231
"BARX1",56033
"NINJ1",4814
"NPHP4",261734
"MAP1B",4131
"IL13RA1",3597
"WDR44",54521
"ZCCHC9",84240
"TOP2A",7153
"STARD3",10948
"RARA",5914
"KHDRBS3",10656
"CHD1L",9557
"PEX11B",8799
"PIAS3",10401
"PRKAB2",5565
"PDHA1",5160
"MCCC2",64087
"ZNF304",57343
"ZSCAN5A",79149
"ZNF132",7691
"SELENOS",55829
"CHSY1",22856
"SNRPA1",6627
"LLGL1",3996
"LIN28A",79727
"THAP1",55145
"RHPN2",85415
"C19orf12",83636
"FAAP24",91442
"ACTR10",55860
"GCH1",2643
"LGALS3",3958
"DNAJB1",3337
"ZSWIM4",65249
"FBXW9",84261
"RFX1",5989
"C19orf57",79173
"DCAF15",90379
"CC2D1A",54862
"MATN3",4148
"TRIM21",6737
"SPATA6",54558
"LRRC41",10489
"DHX30",22907
"RAF1",5894
"NUP210",23225
"HSD17B7",51478
"ENOSF1",55556
"EMILIN2",84034
"ARFIP2",23647
"TRIM5",85363
"RRP8",23378
"TIMM10B",26515
"EFR3A",23167
"PTCD3",55037
"IMMT",10989
"MRPL35",51318
"ILKAP",80895
"PER2",8864
"RAN",5901
"PRKAA1",5562
"CLUH",23277
"INPP5K",51763
"MYBBP1A",10514
"RPA1",6117
"SERPINF1",5176
"UBE2G1",7326
"EEFSEC",60678
"TBC1D14",57533
"TMEM128",85013
"COQ3",51805
"PNISR",25957
"SEC61G",23480
"LANCL2",55915
"FIGNL1",63979
"GRSF1",2926
"ANKRD17",26057
"UTP3",57050
"WBP2",23558
"H3F3B",3021
"UNK",85451
"ZRANB2",9406
"EIF5A",1984
"KDM6B",23135
"DLG4",1742
"RIDA",10247
"VPS13B",157680
"MATN2",4147
"REEP2",51308
"PCBD2",84105
"SDF2",6388
"FLOT2",2319
"ERAL1",26284
"PRMT7",54496
"NIP7",51388
