"","NGenes","Direction","PValue","FDR"
"SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES",0,"Up",2,1
"SA_FAS_SIGNALING",0,"Up",2,1
"SA_G1_AND_S_PHASES",0,"Up",2,1
"SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES",0,"Up",2,1
"SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES",0,"Up",2,1
"SIG_BCR_SIGNALING_PATHWAY",0,"Up",2,1
"SA_G2_AND_M_PHASES",0,"Up",2,1
"SA_MMP_CYTOKINE_CONNECTION",0,"Up",2,1
"SA_PROGRAMMED_CELL_DEATH",0,"Up",2,1
"SA_PTEN_PATHWAY",0,"Up",2,1
"SA_REG_CASCADE_OF_CYCLIN_EXPR",0,"Up",2,1
"SA_TRKA_RECEPTOR",0,"Up",2,1
"PID_FANCONI_PATHWAY",0,"Up",2,1
"PID_SMAD2_3NUCLEAR_PATHWAY",0,"Up",2,1
"PID_FCER1_PATHWAY",0,"Up",2,1
"PID_ENDOTHELIN_PATHWAY",0,"Up",2,1
"PID_BCR_5PATHWAY",0,"Up",2,1
"PID_PRL_SIGNALING_EVENTS_PATHWAY",0,"Up",2,1
"PID_RHOA_PATHWAY",0,"Up",2,1
"PID_ERBB4_PATHWAY",0,"Up",2,1
"PID_AURORA_B_PATHWAY",0,"Up",2,1
"PID_LYSOPHOSPHOLIPID_PATHWAY",0,"Up",2,1
"PID_INSULIN_PATHWAY",0,"Up",2,1
"PID_NOTCH_PATHWAY",0,"Up",2,1
"PID_INTEGRIN1_PATHWAY",0,"Up",2,1
"PID_P73PATHWAY",0,"Up",2,1
"PID_P38_MKK3_6PATHWAY",0,"Up",2,1
"PID_GMCSF_PATHWAY",0,"Up",2,1
"PID_WNT_NONCANONICAL_PATHWAY",0,"Up",2,1
"PID_NFKAPPAB_ATYPICAL_PATHWAY",0,"Up",2,1
"PID_IL4_2PATHWAY",0,"Up",2,1
"PID_HDAC_CLASSII_PATHWAY",0,"Up",2,1
"PID_BETA_CATENIN_DEG_PATHWAY",0,"Up",2,1
"PID_HDAC_CLASSIII_PATHWAY",0,"Up",2,1
"PID_GLYPICAN_1PATHWAY",0,"Up",2,1
"PID_TCR_PATHWAY",0,"Up",2,1
"PID_IL27_PATHWAY",0,"Up",2,1
"PID_NFKAPPAB_CANONICAL_PATHWAY",0,"Up",2,1
"PID_E2F_PATHWAY",0,"Up",2,1
"PID_ER_NONGENOMIC_PATHWAY",0,"Up",2,1
"PID_DNA_PK_PATHWAY",0,"Up",2,1
"PID_HIF2PATHWAY",0,"Up",2,1
"PID_CD40_PATHWAY",0,"Up",2,1
"PID_ATR_PATHWAY",0,"Up",2,1
"PID_INTEGRIN_CS_PATHWAY",0,"Up",2,1
"PID_MET_PATHWAY",0,"Up",2,1
"PID_PTP1B_PATHWAY",0,"Up",2,1
"PID_INTEGRIN3_PATHWAY",0,"Up",2,1
"PID_IL12_2PATHWAY",0,"Up",2,1
"PID_S1P_S1P3_PATHWAY",0,"Up",2,1
"PID_LPA4_PATHWAY",0,"Up",2,1
"PID_AR_PATHWAY",0,"Up",2,1
"PID_NFAT_TFPATHWAY",0,"Up",2,1
"PID_EPHB_FWD_PATHWAY",0,"Up",2,1
"PID_AVB3_OPN_PATHWAY",0,"Up",2,1
"PID_S1P_S1P4_PATHWAY",0,"Up",2,1
"PID_FRA_PATHWAY",0,"Up",2,1
"PID_MYC_ACTIV_PATHWAY",0,"Up",2,1
"PID_ARF6_TRAFFICKING_PATHWAY",0,"Up",2,1
"PID_RHOA_REG_PATHWAY",0,"Up",2,1
"PID_REELIN_PATHWAY",0,"Up",2,1
"PID_PS1_PATHWAY",0,"Up",2,1
"PID_ILK_PATHWAY",0,"Up",2,1
"PID_NECTIN_PATHWAY",0,"Up",2,1
"PID_P38_ALPHA_BETA_PATHWAY",0,"Up",2,1
"PID_WNT_SIGNALING_PATHWAY",0,"Up",2,1
"PID_TRAIL_PATHWAY",0,"Up",2,1
"PID_CDC42_PATHWAY",0,"Up",2,1
"PID_RET_PATHWAY",0,"Up",2,1
"PID_CDC42_REG_PATHWAY",0,"Up",2,1
"PID_ATM_PATHWAY",0,"Up",2,1
"PID_ARF6_PATHWAY",0,"Up",2,1
"PID_LKB1_PATHWAY",0,"Up",2,1
"PID_CD8_TCR_PATHWAY",0,"Up",2,1
"PID_WNT_CANONICAL_PATHWAY",0,"Up",2,1
"PID_TCPTP_PATHWAY",0,"Up",2,1
"PID_ANGIOPOIETIN_RECEPTOR_PATHWAY",0,"Up",2,1
"PID_FAS_PATHWAY",0,"Up",2,1
"PID_CIRCADIAN_PATHWAY",0,"Up",2,1
"PID_TXA2PATHWAY",0,"Up",2,1
"PID_SHP2_PATHWAY",0,"Up",2,1
"PID_HDAC_CLASSI_PATHWAY",0,"Up",2,1
"PID_S1P_S1P1_PATHWAY",0,"Up",2,1
"PID_TELOMERASE_PATHWAY",0,"Up",2,1
"PID_HNF3B_PATHWAY",0,"Up",2,1
"PID_NETRIN_PATHWAY",0,"Up",2,1
"PID_IL1_PATHWAY",0,"Up",2,1
"PID_NFAT_3PATHWAY",0,"Up",2,1
"PID_REG_GR_PATHWAY",0,"Up",2,1
"PID_CONE_PATHWAY",0,"Up",2,1
"PID_INTEGRIN_A9B1_PATHWAY",0,"Up",2,1
"PID_ERB_GENOMIC_PATHWAY",0,"Up",2,1
"PID_ARF6_DOWNSTREAM_PATHWAY",0,"Up",2,1
"PID_MTOR_4PATHWAY",0,"Up",2,1
"PID_IL2_1PATHWAY",0,"Up",2,1
"PID_CXCR4_PATHWAY",0,"Up",2,1
"PID_IGF1_PATHWAY",0,"Up",2,1
"PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY",0,"Up",2,1
"PID_TNF_PATHWAY",0,"Up",2,1
"PID_PLK1_PATHWAY",0,"Up",2,1
"PID_TCR_RAS_PATHWAY",0,"Up",2,1
"PID_IL5_PATHWAY",0,"Up",2,1
"PID_FOXO_PATHWAY",0,"Up",2,1
"PID_VEGF_VEGFR_PATHWAY",0,"Up",2,1
"PID_THROMBIN_PAR4_PATHWAY",0,"Up",2,1
"PID_MYC_PATHWAY",0,"Up",2,1
"PID_RANBP2_PATHWAY",0,"Up",2,1
"PID_PI3KCI_PATHWAY",0,"Up",2,1
"PID_AJDISS_2PATHWAY",0,"Up",2,1
"PID_IL2_PI3K_PATHWAY",0,"Up",2,1
"PID_CERAMIDE_PATHWAY",0,"Up",2,1
"PID_P53_DOWNSTREAM_PATHWAY",0,"Up",2,1
"PID_AR_TF_PATHWAY",0,"Up",2,1
"PID_P75_NTR_PATHWAY",0,"Up",2,1
"PID_S1P_META_PATHWAY",0,"Up",2,1
"PID_ECADHERIN_NASCENT_AJ_PATHWAY",0,"Up",2,1
"PID_INTEGRIN4_PATHWAY",0,"Up",2,1
"PID_AMB2_NEUTROPHILS_PATHWAY",0,"Up",2,1
"PID_AVB3_INTEGRIN_PATHWAY",0,"Up",2,1
"PID_IFNG_PATHWAY",0,"Up",2,1
"PID_RXR_VDR_PATHWAY",0,"Up",2,1
"PID_LIS1_PATHWAY",0,"Up",2,1
"PID_ERBB1_DOWNSTREAM_PATHWAY",0,"Up",2,1
"PID_SYNDECAN_4_PATHWAY",0,"Up",2,1
"PID_ATF2_PATHWAY",0,"Up",2,1
"PID_AP1_PATHWAY",0,"Up",2,1
"PID_INTEGRIN2_PATHWAY",0,"Up",2,1
"PID_UPA_UPAR_PATHWAY",0,"Up",2,1
"PID_ERBB2_ERBB3_PATHWAY",0,"Up",2,1
"PID_FOXM1_PATHWAY",0,"Up",2,1
"PID_EPHA_FWDPATHWAY",0,"Up",2,1
"PID_HIF1A_PATHWAY",0,"Up",2,1
"PID_BMP_PATHWAY",0,"Up",2,1
"PID_IL3_PATHWAY",0,"Up",2,1
"PID_IL6_7_PATHWAY",0,"Up",2,1
"PID_ECADHERIN_KERATINOCYTE_PATHWAY",0,"Up",2,1
"PID_ALK1_PATHWAY",0,"Up",2,1
"PID_PDGFRB_PATHWAY",0,"Up",2,1
"PID_TRKR_PATHWAY",0,"Up",2,1
"PID_TCR_JNK_PATHWAY",0,"Up",2,1
"PID_NEPHRIN_NEPH1_PATHWAY",0,"Up",2,1
"PID_CMYB_PATHWAY",0,"Up",2,1
"PID_IL23_PATHWAY",0,"Up",2,1
"PID_HIV_NEF_PATHWAY",0,"Up",2,1
"PID_SYNDECAN_1_PATHWAY",0,"Up",2,1
"PID_P38_MK2_PATHWAY",0,"Up",2,1
"PID_ERA_GENOMIC_PATHWAY",0,"Up",2,1
"PID_ERBB_NETWORK_PATHWAY",0,"Up",2,1
"PID_ALK2_PATHWAY",0,"Up",2,1
"PID_RHODOPSIN_PATHWAY",0,"Up",2,1
"PID_PDGFRA_PATHWAY",0,"Up",2,1
"PID_RETINOIC_ACID_PATHWAY",0,"Up",2,1
"PID_P38_GAMMA_DELTA_PATHWAY",0,"Up",2,1
"PID_IL8_CXCR2_PATHWAY",0,"Up",2,1
"PID_HEDGEHOG_2PATHWAY",0,"Up",2,1
"PID_INTEGRIN5_PATHWAY",0,"Up",2,1
"PID_AR_NONGENOMIC_PATHWAY",0,"Up",2,1
"PID_ERBB1_INTERNALIZATION_PATHWAY",0,"Up",2,1
"PID_HEDGEHOG_GLI_PATHWAY",0,"Up",2,1
"PID_CASPASE_PATHWAY",0,"Up",2,1
"PID_CXCR3_PATHWAY",0,"Up",2,1
"PID_BETA_CATENIN_NUC_PATHWAY",0,"Up",2,1
"PID_VEGFR1_PATHWAY",0,"Up",2,1
"PID_SMAD2_3PATHWAY",0,"Up",2,1
"PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY",0,"Up",2,1
"PID_KIT_PATHWAY",0,"Up",2,1
"PID_ECADHERIN_STABILIZATION_PATHWAY",0,"Up",2,1
"PID_EPO_PATHWAY",0,"Up",2,1
"PID_IL2_STAT5_PATHWAY",0,"Up",2,1
"PID_TCR_CALCIUM_PATHWAY",0,"Up",2,1
"PID_DELTA_NP63_PATHWAY",0,"Up",2,1
"PID_VEGFR1_2_PATHWAY",0,"Up",2,1
"PID_THROMBIN_PAR1_PATHWAY",0,"Up",2,1
"PID_A6B1_A6B4_INTEGRIN_PATHWAY",0,"Up",2,1
"PID_SYNDECAN_2_PATHWAY",0,"Up",2,1
"PID_RAC1_REG_PATHWAY",0,"Up",2,1
"PID_AURORA_A_PATHWAY",0,"Up",2,1
"PID_ARF_3PATHWAY",0,"Up",2,1
"PID_INSULIN_GLUCOSE_PATHWAY",0,"Up",2,1
"PID_PI3KCI_AKT_PATHWAY",0,"Up",2,1
"PID_SYNDECAN_3_PATHWAY",0,"Up",2,1
"PID_IL8_CXCR1_PATHWAY",0,"Up",2,1
"PID_MYC_REPRESS_PATHWAY",0,"Up",2,1
"PID_HIF1_TFPATHWAY",0,"Up",2,1
"PID_TAP63_PATHWAY",0,"Up",2,1
"PID_EPHRINB_REV_PATHWAY",0,"Up",2,1
"PID_BARD1_PATHWAY",0,"Up",2,1
"PID_P53_REGULATION_PATHWAY",0,"Up",2,1
"PID_TOLL_ENDOGENOUS_PATHWAY",0,"Up",2,1
"PID_NCADHERIN_PATHWAY",0,"Up",2,1
"PID_ANTHRAX_PATHWAY",0,"Up",2,1
"PID_S1P_S1P2_PATHWAY",0,"Up",2,1
"PID_RAS_PATHWAY",0,"Up",2,1
"PID_MAPK_TRK_PATHWAY",0,"Up",2,1
"PID_PI3K_PLC_TRK_PATHWAY",0,"Up",2,1
"PID_CD8_TCR_DOWNSTREAM_PATHWAY",0,"Up",2,1
"PID_EPHA2_FWD_PATHWAY",0,"Up",2,1
"PID_LYMPH_ANGIOGENESIS_PATHWAY",0,"Up",2,1
"PID_ALPHA_SYNUCLEIN_PATHWAY",0,"Up",2,1
"PID_FGF_PATHWAY",0,"Up",2,1
"PID_INTEGRIN_A4B1_PATHWAY",0,"Up",2,1
"PID_RAC1_PATHWAY",0,"Up",2,1
"PID_RB_1PATHWAY",0,"Up",2,1
"PID_FAK_PATHWAY",0,"Up",2,1
"PID_HNF3A_PATHWAY",0,"Up",2,1
"PID_TGFBR_PATHWAY",0,"Up",2,1
"PID_HES_HEY_PATHWAY",0,"Up",2,1
"PID_IL12_STAT4_PATHWAY",0,"Up",2,1
"REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS",0,"Up",2,1
"REACTOME_TRANSLATION",0,"Up",2,1
"REACTOME_PYRIMIDINE_CATABOLISM",0,"Up",2,1
"REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS",0,"Up",2,1
"REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE",0,"Up",2,1
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0,"Up",2,1
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0,"Up",2,1
"REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS",0,"Up",2,1
"REACTOME_GAP_JUNCTION_DEGRADATION",0,"Up",2,1
"REACTOME_BASE_EXCISION_REPAIR",0,"Up",2,1
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL",0,"Up",2,1
"REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS",0,"Up",2,1
"REACTOME_SIGNALING_BY_RHO_GTPASES",0,"Up",2,1
"REACTOME_SIGNALING_BY_WNT",0,"Up",2,1
"REACTOME_METABOLISM_OF_NON_CODING_RNA",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS",0,"Up",2,1
"REACTOME_ANDROGEN_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_INSULIN_RECEPTOR_RECYCLING",0,"Up",2,1
"REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION",0,"Up",2,1
"REACTOME_SIGNALING_BY_SCF_KIT",0,"Up",2,1
"REACTOME_DEVELOPMENTAL_BIOLOGY",0,"Up",2,1
"REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES",0,"Up",2,1
"REACTOME_SIGNALING_BY_NODAL",0,"Up",2,1
"REACTOME_DAG_AND_IP3_SIGNALING",0,"Up",2,1
"REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING",0,"Up",2,1
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",0,"Up",2,1
"REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING",0,"Up",2,1
"REACTOME_CELL_CELL_COMMUNICATION",0,"Up",2,1
"REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY",0,"Up",2,1
"REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION",0,"Up",2,1
"REACTOME_MEIOSIS",0,"Up",2,1
"REACTOME_G0_AND_EARLY_G1",0,"Up",2,1
"REACTOME_REGULATION_OF_KIT_SIGNALING",0,"Up",2,1
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS",0,"Up",2,1
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",0,"Up",2,1
"REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM",0,"Up",2,1
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",0,"Up",2,1
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING",0,"Up",2,1
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY",0,"Up",2,1
"REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS",0,"Up",2,1
"REACTOME_CELL_CYCLE",0,"Up",2,1
"REACTOME_SIGNALING_BY_ERBB4",0,"Up",2,1
"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN",0,"Up",2,1
"REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS",0,"Up",2,1
"REACTOME_SULFUR_AMINO_ACID_METABOLISM",0,"Up",2,1
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",0,"Up",2,1
"REACTOME_PROLACTIN_RECEPTOR_SIGNALING",0,"Up",2,1
"REACTOME_SIGNALING_BY_ERBB2",0,"Up",2,1
"REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_DEFENSINS",0,"Up",2,1
"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING",0,"Up",2,1
"REACTOME_SIGNALING_BY_EGFR_IN_CANCER",0,"Up",2,1
"REACTOME_BETA_DEFENSINS",0,"Up",2,1
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",0,"Up",2,1
"REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING",0,"Up",2,1
"REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING",0,"Up",2,1
"REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING",0,"Up",2,1
"REACTOME_NUCLEAR_SIGNALING_BY_ERBB4",0,"Up",2,1
"REACTOME_GLYCOSPHINGOLIPID_METABOLISM",0,"Up",2,1
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",0,"Up",2,1
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT",0,"Up",2,1
"REACTOME_SIGNALING_BY_HIPPO",0,"Up",2,1
"REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",0,"Up",2,1
"REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR",0,"Up",2,1
"REACTOME_SIGNALING_BY_NOTCH4",0,"Up",2,1
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",0,"Up",2,1
"REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS",0,"Up",2,1
"REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION",0,"Up",2,1
"REACTOME_SIGNALING_BY_NOTCH2",0,"Up",2,1
"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING",0,"Up",2,1
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",0,"Up",2,1
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",0,"Up",2,1
"REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",0,"Up",2,1
"REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI",0,"Up",2,1
"REACTOME_SIGNALING_BY_NOTCH1",0,"Up",2,1
"REACTOME_SIGNALING_BY_NOTCH3",0,"Up",2,1
"REACTOME_TRIGLYCERIDE_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE",0,"Up",2,1
"REACTOME_ARMS_MEDIATED_ACTIVATION",0,"Up",2,1
"REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS",0,"Up",2,1
"REACTOME_SIGNALLING_TO_RAS",0,"Up",2,1
"REACTOME_SIGNALING_BY_BMP",0,"Up",2,1
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",0,"Up",2,1
"REACTOME_SIGNALLING_TO_ERKS",0,"Up",2,1
"REACTOME_P38MAPK_EVENTS",0,"Up",2,1
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PI",0,"Up",2,1
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0,"Up",2,1
"REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING",0,"Up",2,1
"REACTOME_COLLAGEN_FORMATION",0,"Up",2,1
"REACTOME_SIGNALING_BY_FGFR_IN_DISEASE",0,"Up",2,1
"REACTOME_HS_GAG_DEGRADATION",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE",0,"Up",2,1
"REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN",0,"Up",2,1
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE",0,"Up",2,1
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS",0,"Up",2,1
"REACTOME_PHOSPHOLIPID_METABOLISM",0,"Up",2,1
"REACTOME_CS_DS_DEGRADATION",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_PA",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_PE",0,"Up",2,1
"REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK",0,"Up",2,1
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE",0,"Up",2,1
"REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES",0,"Up",2,1
"REACTOME_HYALURONAN_METABOLISM",0,"Up",2,1
"REACTOME_KERATAN_SULFATE_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE",0,"Up",2,1
"REACTOME_PI_METABOLISM",0,"Up",2,1
"REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM",0,"Up",2,1
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_PC",0,"Up",2,1
"REACTOME_HS_GAG_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM",0,"Up",2,1
"REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION",0,"Up",2,1
"REACTOME_KERATAN_SULFATE_DEGRADATION",0,"Up",2,1
"REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM",0,"Up",2,1
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",0,"Up",2,1
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PG",0,"Up",2,1
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0,"Up",2,1
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0,"Up",2,1
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION",0,"Up",2,1
"REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS",0,"Up",2,1
"REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6",0,"Up",2,1
"REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN",0,"Up",2,1
"REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS",0,"Up",2,1
"REACTOME_MICRORNA_MIRNA_BIOGENESIS",0,"Up",2,1
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION",0,"Up",2,1
"REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING",0,"Up",2,1
"REACTOME_ERKS_ARE_INACTIVATED",0,"Up",2,1
"REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK",0,"Up",2,1
"REACTOME_PI3K_AKT_ACTIVATION",0,"Up",2,1
"REACTOME_EGFR_DOWNREGULATION",0,"Up",2,1
"REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",0,"Up",2,1
"REACTOME_PECAM1_INTERACTIONS",0,"Up",2,1
"REACTOME_TCR_SIGNALING",0,"Up",2,1
"REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX",0,"Up",2,1
"REACTOME_DOWNSTREAM_TCR_SIGNALING",0,"Up",2,1
"REACTOME_BASIGIN_INTERACTIONS",0,"Up",2,1
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",0,"Up",2,1
"REACTOME_GAB1_SIGNALOSOME",0,"Up",2,1
"REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING",0,"Up",2,1
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",0,"Up",2,1
"REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS",0,"Up",2,1
"REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE",0,"Up",2,1
"REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE",0,"Up",2,1
"REACTOME_TIE2_SIGNALING",0,"Up",2,1
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES",0,"Up",2,1
"REACTOME_GENERIC_TRANSCRIPTION_PATHWAY",0,"Up",2,1
"REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM",0,"Up",2,1
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",0,"Up",2,1
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION",0,"Up",2,1
"REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES",0,"Up",2,1
"REACTOME_BIOLOGICAL_OXIDATIONS",0,"Up",2,1
"REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR",0,"Up",2,1
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",0,"Up",2,1
"REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS",0,"Up",2,1
"REACTOME_XENOBIOTICS",0,"Up",2,1
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",0,"Up",2,1
"REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE",0,"Up",2,1
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS",0,"Up",2,1
"REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK",0,"Up",2,1
"REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS",0,"Up",2,1
