"","NGenes","Direction","PValue","FDR"
"GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS",0,"Up",2,1
"GO_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY",0,"Up",2,1
"GO_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER",0,"Up",2,1
"GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION",0,"Up",2,1
"GO_CARDIAC_MUSCLE_CELL_CONTRACTION",0,"Up",2,1
"GO_AMINO_SUGAR_CATABOLIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS",0,"Up",2,1
"GO_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",0,"Up",2,1
"GO_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",0,"Up",2,1
"GO_NUCLEUS_LOCALIZATION",0,"Up",2,1
"GO_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR",0,"Up",2,1
"GO_ORGANELLE_ASSEMBLY",0,"Up",2,1
"GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT",0,"Up",2,1
"GO_FATTY_ACID_DERIVATIVE_TRANSPORT",0,"Up",2,1
"GO_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0,"Up",2,1
"GO_CARDIAC_VENTRICLE_DEVELOPMENT",0,"Up",2,1
"GO_MALE_MEIOSIS_I",0,"Up",2,1
"GO_GLYCEROLIPID_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS",0,"Up",2,1
"GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",0,"Up",2,1
"GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_FEMALE_SEX_DIFFERENTIATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM",0,"Up",2,1
"GO_ECTODERMAL_PLACODE_DEVELOPMENT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_ETHANOL",0,"Up",2,1
"GO_RESPIRATORY_BURST",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_DNA_REPAIR",0,"Up",2,1
"GO_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION",0,"Up",2,1
"GO_NIK_NF_KAPPAB_SIGNALING",0,"Up",2,1
"GO_MAMMARY_GLAND_DEVELOPMENT",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_SECRETION",0,"Up",2,1
"GO_MITOTIC_SPINDLE_ORGANIZATION",0,"Up",2,1
"GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0,"Up",2,1
"GO_MAINTENANCE_OF_CELL_POLARITY",0,"Up",2,1
"GO_MRNA_CLEAVAGE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_URINE_VOLUME",0,"Up",2,1
"GO_GLYCINE_METABOLIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION",0,"Up",2,1
"GO_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS",0,"Up",2,1
"GO_ENDODERM_DEVELOPMENT",0,"Up",2,1
"GO_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR",0,"Up",2,1
"GO_PROTEIN_TRANSPORT_ALONG_MICROTUBULE",0,"Up",2,1
"GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY",0,"Up",2,1
"GO_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_REGULATION_OF_GROWTH_HORMONE_SECRETION",0,"Up",2,1
"GO_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS",0,"Up",2,1
"GO_OXIDATION_REDUCTION_PROCESS",0,"Up",2,1
"GO_RESPONSE_TO_ATP",0,"Up",2,1
"GO_WATER_HOMEOSTASIS",0,"Up",2,1
"GO_VOCALIZATION_BEHAVIOR",0,"Up",2,1
"GO_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT",0,"Up",2,1
"GO_LONG_TERM_MEMORY",0,"Up",2,1
"GO_ADRENAL_GLAND_DEVELOPMENT",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_CHOLESTEROL",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0,"Up",2,1
"GO_VIRAL_LIFE_CYCLE",0,"Up",2,1
"GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION",0,"Up",2,1
"GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION",0,"Up",2,1
"GO_REGULATION_OF_SENSORY_PERCEPTION",0,"Up",2,1
"GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS",0,"Up",2,1
"GO_RESPONSE_TO_AUDITORY_STIMULUS",0,"Up",2,1
"GO_MAINTENANCE_OF_CELL_NUMBER",0,"Up",2,1
"GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION",0,"Up",2,1
"GO_COENZYME_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_EPIBOLY",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE",0,"Up",2,1
"GO_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS",0,"Up",2,1
"GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS",0,"Up",2,1
"GO_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",0,"Up",2,1
"GO_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_BEHAVIOR",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_P38MAPK_CASCADE",0,"Up",2,1
"GO_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS",0,"Up",2,1
"GO_RESPONSE_TO_CAFFEINE",0,"Up",2,1
"GO_DISTAL_TUBULE_DEVELOPMENT",0,"Up",2,1
"GO_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT",0,"Up",2,1
"GO_DNA_TEMPLATED_TRANSCRIPTION_INITIATION",0,"Up",2,1
"GO_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION",0,"Up",2,1
"GO_GENETIC_IMPRINTING",0,"Up",2,1
"GO_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CELL_DEATH",0,"Up",2,1
"GO_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY",0,"Up",2,1
"GO_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM",0,"Up",2,1
"GO_SIGNAL_RELEASE",0,"Up",2,1
"GO_REGULATION_OF_EXOSOMAL_SECRETION",0,"Up",2,1
"GO_REGULATION_OF_INCLUSION_BODY_ASSEMBLY",0,"Up",2,1
"GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE",0,"Up",2,1
"GO_REGULATION_OF_T_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_ADAPTIVE_IMMUNE_RESPONSE",0,"Up",2,1
"GO_TRANSLESION_SYNTHESIS",0,"Up",2,1
"GO_REGULATION_OF_GLOMERULUS_DEVELOPMENT",0,"Up",2,1
"GO_METHIONINE_METABOLIC_PROCESS",0,"Up",2,1
"GO_DICARBOXYLIC_ACID_TRANSPORT",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT",0,"Up",2,1
"GO_DNA_RECOMBINATION",0,"Up",2,1
"GO_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",0,"Up",2,1
"GO_PROTEIN_FOLDING",0,"Up",2,1
"GO_REGULATION_OF_MRNA_POLYADENYLATION",0,"Up",2,1
"GO_NEURON_MIGRATION",0,"Up",2,1
"GO_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL",0,"Up",2,1
"GO_REGULATION_OF_ACTION_POTENTIAL",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING",0,"Up",2,1
"GO_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS",0,"Up",2,1
"GO_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING",0,"Up",2,1
"GO_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_CALCIUM_ION_REGULATED_EXOCYTOSIS",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND",0,"Up",2,1
"GO_RETINAL_METABOLIC_PROCESS",0,"Up",2,1
"GO_MOLTING_CYCLE",0,"Up",2,1
"GO_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION",0,"Up",2,1
"GO_OOCYTE_MATURATION",0,"Up",2,1
"GO_DNA_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",0,"Up",2,1
"GO_SPERMATID_NUCLEUS_DIFFERENTIATION",0,"Up",2,1
"GO_MULTI_ORGANISM_LOCALIZATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CELL_DEATH",0,"Up",2,1
"GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH",0,"Up",2,1
"GO_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION",0,"Up",2,1
"GO_METANEPHRIC_NEPHRON_DEVELOPMENT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS",0,"Up",2,1
"GO_TRACHEA_DEVELOPMENT",0,"Up",2,1
"GO_NEUROGENESIS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_AMINE_TRANSPORT",0,"Up",2,1
"GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION",0,"Up",2,1
"GO_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT",0,"Up",2,1
"GO_RETINOIC_ACID_METABOLIC_PROCESS",0,"Up",2,1
"GO_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_PROTEIN_ACETYLATION",0,"Up",2,1
"GO_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS",0,"Up",2,1
"GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0,"Up",2,1
"GO_SODIUM_ION_HOMEOSTASIS",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_HEAT",0,"Up",2,1
"GO_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY",0,"Up",2,1
"GO_PURINE_NUCLEOTIDE_TRANSPORT",0,"Up",2,1
"GO_REGULATION_OF_PROTEIN_STABILITY",0,"Up",2,1
"GO_REGULATION_OF_DNA_METABOLIC_PROCESS",0,"Up",2,1
"GO_NADH_METABOLIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT",0,"Up",2,1
"GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",0,"Up",2,1
"GO_GROWTH",0,"Up",2,1
"GO_EMBRYONIC_MORPHOGENESIS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_OOCYTE_DIFFERENTIATION",0,"Up",2,1
"GO_INTERSTRAND_CROSS_LINK_REPAIR",0,"Up",2,1
"GO_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING",0,"Up",2,1
"GO_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE",0,"Up",2,1
"GO_ANDROGEN_METABOLIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT",0,"Up",2,1
"GO_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION",0,"Up",2,1
"GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT",0,"Up",2,1
"GO_MUSCLE_ATROPHY",0,"Up",2,1
"GO_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS",0,"Up",2,1
"GO_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION",0,"Up",2,1
"GO_DIGESTIVE_SYSTEM_PROCESS",0,"Up",2,1
"GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY",0,"Up",2,1
"GO_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT",0,"Up",2,1
"GO_LEUKOCYTE_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT",0,"Up",2,1
"GO_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION",0,"Up",2,1
"GO_REGULATION_OF_NOTCH_SIGNALING_PATHWAY",0,"Up",2,1
"GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION",0,"Up",2,1
"GO_MICROTUBULE_BUNDLE_FORMATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY",0,"Up",2,1
"GO_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT",0,"Up",2,1
"GO_RESPONSE_TO_CARBOHYDRATE",0,"Up",2,1
"GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT",0,"Up",2,1
"GO_REGULATION_OF_PROTEIN_MATURATION",0,"Up",2,1
"GO_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY",0,"Up",2,1
"GO_EAR_MORPHOGENESIS",0,"Up",2,1
"GO_NEURON_CELL_CELL_ADHESION",0,"Up",2,1
"GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION",0,"Up",2,1
"GO_SYNAPTIC_SIGNALING",0,"Up",2,1
"GO_MITOTIC_CELL_CYCLE_CHECKPOINT",0,"Up",2,1
"GO_RESPONSE_TO_LIPID",0,"Up",2,1
"GO_RESPONSE_TO_NICOTINE",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_MITOPHAGY",0,"Up",2,1
"GO_FATTY_ACID_METABOLIC_PROCESS",0,"Up",2,1
"GO_ACTIVATION_OF_IMMUNE_RESPONSE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS",0,"Up",2,1
"GO_CELL_CYCLE_G2_M_PHASE_TRANSITION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION",0,"Up",2,1
"GO_VITAMIN_TRANSPORT",0,"Up",2,1
"GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY",0,"Up",2,1
"GO_BLASTODERM_SEGMENTATION",0,"Up",2,1
"GO_NATURAL_KILLER_CELL_ACTIVATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_BINDING",0,"Up",2,1
"GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL",0,"Up",2,1
"GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY",0,"Up",2,1
"GO_RETINA_LAYER_FORMATION",0,"Up",2,1
"GO_EPIDERMIS_DEVELOPMENT",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_ZINC_ION",0,"Up",2,1
"GO_REGULATION_OF_GASTRULATION",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_IONIZING_RADIATION",0,"Up",2,1
"GO_ACTIN_MEDIATED_CELL_CONTRACTION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT",0,"Up",2,1
"GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_NUTRIENT",0,"Up",2,1
"GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY",0,"Up",2,1
"GO_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION",0,"Up",2,1
"GO_RESPONSE_TO_AMINO_ACID",0,"Up",2,1
"GO_DETECTION_OF_BIOTIC_STIMULUS",0,"Up",2,1
"GO_RESPONSE_TO_VITAMIN_A",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_SECRETION",0,"Up",2,1
"GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT",0,"Up",2,1
"GO_VENTRICULAR_SEPTUM_DEVELOPMENT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION",0,"Up",2,1
"GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY",0,"Up",2,1
"GO_VIRION_ASSEMBLY",0,"Up",2,1
"GO_LIPID_METABOLIC_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_PROTEIN_LOCALIZATION",0,"Up",2,1
"GO_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS",0,"Up",2,1
"GO_KERATAN_SULFATE_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS",0,"Up",2,1
"GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",0,"Up",2,1
"GO_BLOOD_VESSEL_REMODELING",0,"Up",2,1
"GO_TRIGLYCERIDE_CATABOLIC_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION",0,"Up",2,1
"GO_GLIAL_CELL_MIGRATION",0,"Up",2,1
"GO_PROTEIN_K48_LINKED_DEUBIQUITINATION",0,"Up",2,1
"GO_RNA_SECONDARY_STRUCTURE_UNWINDING",0,"Up",2,1
"GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING",0,"Up",2,1
"GO_STEROID_METABOLIC_PROCESS",0,"Up",2,1
"GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS",0,"Up",2,1
"GO_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT",0,"Up",2,1
"GO_TOXIN_TRANSPORT",0,"Up",2,1
"GO_DETECTION_OF_LIGHT_STIMULUS",0,"Up",2,1
"GO_REGULATION_OF_HISTONE_PHOSPHORYLATION",0,"Up",2,1
"GO_REGULATION_OF_PROTEIN_IMPORT",0,"Up",2,1
"GO_NEUROLOGICAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION",0,"Up",2,1
"GO_DRUG_METABOLIC_PROCESS",0,"Up",2,1
"GO_FAT_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_RESPONSE_TO_ABIOTIC_STIMULUS",0,"Up",2,1
"GO_AMELOGENESIS",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE",0,"Up",2,1
"GO_RESPONSE_TO_PROGESTERONE",0,"Up",2,1
"GO_REGULATION_OF_PROTON_TRANSPORT",0,"Up",2,1
"GO_REGULATION_OF_NEURON_PROJECTION_REGENERATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION",0,"Up",2,1
"GO_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL",0,"Up",2,1
"GO_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION",0,"Up",2,1
"GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL",0,"Up",2,1
"GO_RESPONSE_TO_FATTY_ACID",0,"Up",2,1
"GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION",0,"Up",2,1
"GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",0,"Up",2,1
"GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_PLASMA_MEMBRANE",0,"Up",2,1
"GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY",0,"Up",2,1
"GO_DRUG_TRANSPORT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_GROWTH",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION",0,"Up",2,1
"GO_TISSUE_REMODELING",0,"Up",2,1
"GO_REGULATION_OF_CYTOPLASMIC_TRANSPORT",0,"Up",2,1
"GO_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT",0,"Up",2,1
"GO_SEGMENT_SPECIFICATION",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_STEROL",0,"Up",2,1
"GO_T_CELL_MIGRATION",0,"Up",2,1
"GO_OSSIFICATION",0,"Up",2,1
"GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_ENDOCYTOSIS",0,"Up",2,1
"GO_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",0,"Up",2,1
"GO_ACTION_POTENTIAL",0,"Up",2,1
"GO_GOLGI_TO_VACUOLE_TRANSPORT",0,"Up",2,1
"GO_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE",0,"Up",2,1
"GO_NEGATIVE_T_CELL_SELECTION",0,"Up",2,1
"GO_LIPOPROTEIN_LOCALIZATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING",0,"Up",2,1
"GO_DETECTION_OF_VISIBLE_LIGHT",0,"Up",2,1
"GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION",0,"Up",2,1
"GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0,"Up",2,1
"GO_HISTONE_H3_K4_METHYLATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE",0,"Up",2,1
"GO_ALCOHOL_METABOLIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION",0,"Up",2,1
"GO_CELL_SUBSTRATE_JUNCTION_ASSEMBLY",0,"Up",2,1
"GO_REGULATION_OF_B_CELL_ACTIVATION",0,"Up",2,1
"GO_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS",0,"Up",2,1
